ID_Venta,Fecha,País,Ciudad,Cliente,Producto,Categoría,Cantidad,Precio_Unitario,Monto_Total,Medio_Envio,Estado_Envio
459,13/1/2025,Argentina,Córdoba,Lucía Sánchez,Cámara,Electrónica,1,1132.96,1132.96,Aéreo,Entregado
460,3/10/2024,Venezuela,Maracaibo,Laura García,Auriculares,Accesorios,3,328.72,986.16,Marítimo,En tránsito
461,18/1/2025,Ecuador,Quito,Lucía Sánchez,Laptop,Electrónica,5,754.13,3770.65,Aéreo,Pendiente
462,25/5/2024,Paraguay,Encarnación,Carlos Martínez,Escritorio,Muebles,4,216.18,864.72,Aéreo,Cancelado
463,25/4/2024,Bolivia,La Paz,Luis Martínez,Celular,Electrónica,1,1196.28,1196.28,Aéreo,Cancelado
464,27/7/2024,Paraguay,Encarnación,María García,Tablet,Electrónica,3,658.19,1974.57,Aéreo,Entregado
465,20/7/2024,Paraguay,Asunción,Pedro García,Auriculares,Accesorios,2,1089,2178,Aéreo,Entregado
466,3/7/2024,Colombia,Bogotá,Laura Sánchez,Tablet,Electrónica,5,1070.59,5352.95,Marítimo,Pendiente
467,4/1/2024,Argentina,Buenos Aires,Pedro Pérez,Celular,Electrónica,4,276.87,1107.48,Marítimo,Cancelado
468,3/9/2024,Ecuador,Guayaquil,Pedro Pérez,Escritorio,Muebles,4,927.07,3708.28,Terrestre,Cancelado
469,10/6/2024,Bolivia,Santa Cruz,Ana López,Impresora,Oficina,4,430.11,1720.44,Terrestre,Cancelado
470,27/12/2024,Chile,Santiago,Ana Sánchez,Monitor,Electrónica,3,847.16,2541.48,Marítimo,En tránsito
471,4/3/2025,Bolivia,Santa Cruz,Luis Sánchez,Escritorio,Muebles,2,484.79,969.58,Aéreo,Entregado
472,26/10/2024,Argentina,Buenos Aires,Luis García,Impresora,Oficina,1,814.18,814.18,Marítimo,Cancelado
473,31/1/2025,Chile,Valparaíso,Ana Sánchez,Tablet,Electrónica,3,333.87,1001.61,Aéreo,Cancelado
474,3/9/2024,Chile,Santiago,Pedro Rodríguez,Monitor,Electrónica,1,164.9,164.9,Terrestre,Entregado
475,18/6/2024,Bolivia,La Paz,Lucía Martínez,Auriculares,Accesorios,5,1117.23,5586.15,Aéreo,Entregado
476,13/7/2024,Ecuador,Quito,María López,Auriculares,Accesorios,1,601.54,601.54,Terrestre,En tránsito
477,26/8/2024,Uruguay,Paysandú,Luis Sánchez,Impresora,Oficina,4,1062.51,4250.04,Terrestre,Pendiente
478,19/8/2024,Perú,Cusco,Pedro Martínez,Laptop,Electrónica,4,393.18,1572.72,Terrestre,Cancelado
479,25/10/2024,Argentina,Rosario,Juan García,Monitor,Electrónica,3,174.7,524.1,Terrestre,En tránsito
480,19/5/2024,Uruguay,Montevideo,Carlos García,Cámara,Electrónica,3,1116.3,3348.9,Terrestre,En tránsito
481,17/12/2024,Colombia,Cali,Laura López,Tablet,Electrónica,3,1180.26,3540.78,Aéreo,En tránsito
482,6/4/2024,Venezuela,Maracaibo,Pedro Sánchez,Auriculares,Accesorios,5,1128.44,5642.2,Terrestre,Entregado
483,28/2/2024,Chile,Santiago,Carlos López,Auriculares,Accesorios,4,433.02,1732.08,Marítimo,En tránsito
484,18/2/2024,Paraguay,Asunción,Laura Sánchez,Auriculares,Accesorios,4,903.4,3613.6,Terrestre,Cancelado
485,6/1/2025,Ecuador,Quito,Laura Martínez,Laptop,Electrónica,4,698.94,2795.76,Terrestre,En tránsito
486,31/8/2024,Brasil,São Paulo,Lucía Pérez,Teclado,Accesorios,4,1079.67,4318.68,Terrestre,Cancelado
487,6/5/2024,Perú,Lima,Laura García,Silla ergonómica,Muebles,3,937.97,2813.91,Terrestre,Entregado
488,10/7/2024,Brasil,São Paulo,Laura Pérez,Celular,Electrónica,3,630.01,1890.03,Aéreo,Entregado
489,14/1/2025,Perú,Lima,María Rodríguez,Tablet,Electrónica,2,132.49,264.98,Terrestre,Entregado
490,23/9/2024,Venezuela,Caracas,Lucía Martínez,Tablet,Electrónica,5,597.78,2988.9,Terrestre,En tránsito
491,18/1/2025,Venezuela,Caracas,María Martínez,Silla ergonómica,Muebles,3,830.71,2492.13,Terrestre,Entregado
492,13/11/2024,Paraguay,Asunción,Laura Sánchez,Cámara,Electrónica,5,103.75,518.75,Aéreo,Entregado
493,8/6/2024,Bolivia,Santa Cruz,Luis Pérez,Laptop,Electrónica,1,601.82,601.82,Aéreo,Entregado
494,27/12/2024,Brasil,Rio de Janeiro,Laura Rodríguez,Silla ergonómica,Muebles,3,684.79,2054.37,Terrestre,Pendiente
495,19/12/2024,Argentina,Buenos Aires,Lucía Martínez,Monitor,Electrónica,3,347.84,1043.52,Aéreo,Pendiente
496,23/5/2024,Chile,Santiago,Laura García,Impresora,Oficina,3,523.6,1570.8,Marítimo,Cancelado
497,11/8/2024,Perú,Cusco,Carlos Sánchez,Impresora,Oficina,4,1011.92,4047.68,Aéreo,Pendiente
498,13/1/2025,Perú,Lima,Laura Rodríguez,Celular,Electrónica,3,436.15,1308.45,Marítimo,En tránsito
499,8/4/2024,Argentina,Córdoba,María Rodríguez,Laptop,Electrónica,4,250.35,1001.4,Terrestre,Entregado
500,25/4/2024,Brasil,São Paulo,María Rodríguez,Impresora,Oficina,3,307.82,923.46,Marítimo,En tránsito
501,2/3/2025,Brasil,Rio de Janeiro,Ana García,Tablet,Electrónica,4,96.18,384.72,Terrestre,Pendiente
502,30/6/2024,Chile,Concepción,Carlos Sánchez,Silla ergonómica,Muebles,4,400.86,1603.44,Marítimo,En tránsito
503,7/3/2025,Perú,Arequipa,Luis López,Impresora,Oficina,1,1085.25,1085.25,Terrestre,Pendiente
504,2/3/2025,Argentina,Córdoba,Ana Martínez,Escritorio,Muebles,4,1034.65,4138.6,Terrestre,Pendiente
505,28/7/2024,Argentina,Buenos Aires,Luis Sánchez,Teclado,Accesorios,5,87.3,436.5,Terrestre,Entregado
506,21/12/2024,Perú,Lima,Carlos Sánchez,Cámara,Electrónica,5,134.1,670.5,Terrestre,Pendiente
507,28/6/2024,Paraguay,Asunción,Pedro Pérez,Laptop,Electrónica,3,299.51,898.53,Aéreo,Cancelado
508,20/3/2024,Perú,Cusco,Luis Martínez,Cámara,Electrónica,1,242.24,242.24,Marítimo,Cancelado
509,17/4/2024,Ecuador,Guayaquil,Luis Pérez,Cámara,Electrónica,1,765.88,765.88,Marítimo,Pendiente
510,29/6/2024,Uruguay,Montevideo,Pedro Rodríguez,Monitor,Electrónica,2,297.38,594.76,Terrestre,Entregado
511,15/3/2024,Paraguay,Asunción,Laura Rodríguez,Escritorio,Muebles,4,995.09,3980.36,Marítimo,Pendiente
512,15/12/2024,Colombia,Bogotá,Carlos López,Silla ergonómica,Muebles,5,139.46,697.3,Aéreo,En tránsito
513,14/1/2024,Ecuador,Cuenca,Luis López,Tablet,Electrónica,1,1081.36,1081.36,Terrestre,Entregado
514,25/3/2024,Perú,Arequipa,Carlos Martínez,Cámara,Electrónica,1,281.14,281.14,Aéreo,En tránsito
515,26/1/2025,Brasil,Rio de Janeiro,Pedro Pérez,Tablet,Electrónica,4,654.96,2619.84,Terrestre,En tránsito
516,19/2/2024,Chile,Santiago,Lucía García,Monitor,Electrónica,2,820.6,1641.2,Aéreo,Pendiente
517,4/2/2025,Chile,Concepción,Pedro García,Laptop,Electrónica,1,70.5,70.5,Aéreo,En tránsito
518,21/1/2024,Ecuador,Guayaquil,Luis Sánchez,Impresora,Oficina,5,232.74,1163.7,Marítimo,En tránsito
519,25/9/2024,Uruguay,Montevideo,Juan Martínez,Auriculares,Accesorios,2,1047.47,2094.94,Aéreo,Cancelado
520,23/4/2024,Ecuador,Guayaquil,Pedro Pérez,Cámara,Electrónica,4,606.15,2424.6,Terrestre,Entregado
521,10/11/2024,Argentina,Córdoba,Laura Rodríguez,Silla ergonómica,Muebles,5,136.01,680.05,Aéreo,Pendiente
522,2/12/2024,Paraguay,Ciudad del Este,Ana Sánchez,Teclado,Accesorios,3,75.29,225.87,Aéreo,Cancelado
523,9/2/2024,Bolivia,Santa Cruz,María Martínez,Teclado,Accesorios,5,457.83,2289.15,Aéreo,Cancelado
524,24/1/2024,Colombia,Medellín,Juan Pérez,Teclado,Accesorios,4,98.42,393.68,Marítimo,Entregado
525,5/2/2024,Colombia,Cali,Luis Martínez,Tablet,Electrónica,2,300.06,600.12,Terrestre,Entregado
526,15/3/2024,Bolivia,La Paz,Juan García,Celular,Electrónica,3,873.32,2619.96,Aéreo,Cancelado
527,11/3/2024,Bolivia,Cochabamba,Ana Martínez,Teclado,Accesorios,1,813.03,813.03,Terrestre,En tránsito
528,14/3/2025,Bolivia,Cochabamba,Ana Pérez,Celular,Electrónica,1,654.66,654.66,Aéreo,Cancelado
529,18/2/2025,Paraguay,Asunción,Ana Sánchez,Celular,Electrónica,3,831.79,2495.37,Marítimo,Pendiente
530,23/7/2024,Chile,Santiago,Luis Sánchez,Tablet,Electrónica,4,375.19,1500.76,Marítimo,Cancelado
531,3/3/2024,Ecuador,Guayaquil,Lucía Martínez,Auriculares,Accesorios,1,928.93,928.93,Aéreo,Pendiente
532,29/2/2024,Colombia,Cali,Lucía Rodríguez,Silla ergonómica,Muebles,5,391.49,1957.45,Aéreo,Pendiente
533,9/7/2024,Paraguay,Asunción,María Sánchez,Silla ergonómica,Muebles,3,47.42,142.26,Aéreo,Cancelado
534,25/3/2024,Brasil,São Paulo,Ana García,Escritorio,Muebles,5,698.6,3493,Aéreo,Pendiente
535,4/2/2025,Paraguay,Ciudad del Este,Pedro Martínez,Cámara,Electrónica,2,1091.16,2182.32,Terrestre,En tránsito
536,3/9/2024,Brasil,Rio de Janeiro,Juan López,Teclado,Accesorios,3,565.9,1697.7,Marítimo,Entregado
537,18/6/2024,Ecuador,Guayaquil,Lucía Sánchez,Cámara,Electrónica,1,274.27,274.27,Marítimo,Entregado
538,17/12/2024,Venezuela,Maracaibo,Ana Sánchez,Monitor,Electrónica,2,1078.63,2157.26,Aéreo,Cancelado
539,18/11/2024,Venezuela,Caracas,Ana Sánchez,Teclado,Accesorios,3,770.73,2312.19,Aéreo,Entregado
540,29/5/2024,Chile,Valparaíso,Laura Rodríguez,Silla ergonómica,Muebles,3,515.67,1547.01,Aéreo,Pendiente
541,10/8/2024,Paraguay,Ciudad del Este,María Sánchez,Cámara,Electrónica,5,1027.58,5137.9,Terrestre,Pendiente
542,14/3/2024,Chile,Concepción,Laura Rodríguez,Escritorio,Muebles,3,726.92,2180.76,Aéreo,Pendiente
543,30/8/2024,Colombia,Bogotá,Pedro Pérez,Silla ergonómica,Muebles,5,39.26,196.3,Aéreo,Pendiente
544,12/4/2024,Paraguay,Encarnación,Juan Martínez,Auriculares,Accesorios,3,1088.57,3265.71,Marítimo,En tránsito
545,23/2/2025,Chile,Santiago,Juan Sánchez,Cámara,Electrónica,4,233.78,935.12,Terrestre,Entregado
546,22/7/2024,Perú,Lima,Pedro Martínez,Tablet,Electrónica,2,267.49,534.98,Marítimo,Cancelado
547,5/6/2024,Paraguay,Asunción,Laura García,Escritorio,Muebles,4,498.05,1992.2,Marítimo,Pendiente
548,12/10/2024,Ecuador,Quito,Juan Rodríguez,Cámara,Electrónica,4,647.07,2588.28,Aéreo,Cancelado
549,14/3/2024,Bolivia,La Paz,Lucía Sánchez,Laptop,Electrónica,3,872.21,2616.63,Terrestre,Pendiente
550,8/9/2024,Perú,Cusco,María García,Auriculares,Accesorios,1,904.91,904.91,Terrestre,Entregado
551,15/9/2024,Argentina,Buenos Aires,Laura López,Auriculares,Accesorios,4,800.12,3200.48,Aéreo,En tránsito
552,7/9/2024,Venezuela,Maracaibo,Juan García,Celular,Electrónica,4,297.26,1189.04,Aéreo,Cancelado
553,2/1/2025,Argentina,Rosario,Juan García,Teclado,Accesorios,5,506.2,2531,Terrestre,Pendiente
554,2/5/2024,Perú,Lima,Luis Pérez,Auriculares,Accesorios,1,636.46,636.46,Aéreo,En tránsito
555,19/1/2025,Perú,Lima,Laura Sánchez,Cámara,Electrónica,1,687.87,687.87,Aéreo,Pendiente
556,5/12/2024,Paraguay,Ciudad del Este,Carlos Sánchez,Laptop,Electrónica,2,256.98,513.96,Terrestre,En tránsito
557,27/9/2024,Uruguay,Paysandú,Ana Martínez,Silla ergonómica,Muebles,3,202.55,607.65,Terrestre,Cancelado
558,29/12/2024,Colombia,Bogotá,Luis Sánchez,Cámara,Electrónica,2,886.34,1772.68,Terrestre,Pendiente
559,25/12/2024,Perú,Cusco,Laura López,Escritorio,Muebles,5,715.76,3578.8,Terrestre,Entregado
560,17/11/2024,Uruguay,Paysandú,Juan García,Escritorio,Muebles,3,94.01,282.03,Aéreo,Entregado
561,15/12/2024,Chile,Valparaíso,Juan Martínez,Silla ergonómica,Muebles,3,546.93,1640.79,Terrestre,En tránsito
562,5/11/2024,Paraguay,Asunción,Carlos Martínez,Monitor,Electrónica,4,576.61,2306.44,Marítimo,En tránsito
563,14/6/2024,Chile,Valparaíso,Juan García,Cámara,Electrónica,5,1073.74,5368.7,Terrestre,Cancelado
564,22/10/2024,Paraguay,Ciudad del Este,Carlos Rodríguez,Tablet,Electrónica,5,577.89,2889.45,Aéreo,Cancelado
565,30/1/2025,Brasil,Rio de Janeiro,Ana García,Monitor,Electrónica,2,1187.91,2375.82,Terrestre,En tránsito
566,18/6/2024,Ecuador,Cuenca,Juan Sánchez,Cámara,Electrónica,5,529.28,2646.4,Aéreo,Cancelado
567,11/1/2025,Chile,Santiago,Ana López,Tablet,Electrónica,1,201.97,201.97,Terrestre,Cancelado
568,29/5/2024,Paraguay,Ciudad del Este,Carlos López,Tablet,Electrónica,3,615.4,1846.2,Marítimo,Cancelado
569,28/11/2024,Colombia,Medellín,Luis Sánchez,Monitor,Electrónica,1,962.6,962.6,Marítimo,Entregado
570,4/5/2024,Ecuador,Cuenca,María Martínez,Impresora,Oficina,4,599.49,2397.96,Aéreo,Entregado
571,27/4/2024,Venezuela,Maracaibo,Ana García,Escritorio,Muebles,1,160.35,160.35,Aéreo,Entregado
572,2/6/2024,Paraguay,Encarnación,Carlos López,Silla ergonómica,Muebles,5,156.81,784.05,Terrestre,Entregado
573,8/2/2025,Brasil,Brasília,Pedro Martínez,Monitor,Electrónica,3,254.93,764.79,Terrestre,Cancelado
574,10/6/2024,Colombia,Medellín,Lucía Martínez,Teclado,Accesorios,4,708.09,2832.36,Terrestre,Cancelado
575,20/8/2024,Colombia,Medellín,Pedro Rodríguez,Tablet,Electrónica,2,44.63,89.26,Marítimo,Entregado
576,21/10/2024,Colombia,Medellín,Laura Rodríguez,Celular,Electrónica,3,703.09,2109.27,Aéreo,Pendiente
577,10/7/2024,Venezuela,Valencia,María Pérez,Monitor,Electrónica,1,632.58,632.58,Marítimo,En tránsito
578,21/2/2025,Uruguay,Paysandú,María Martínez,Cámara,Electrónica,5,1068.45,5342.25,Aéreo,Pendiente
579,6/3/2025,Ecuador,Guayaquil,Pedro Martínez,Celular,Electrónica,4,656.23,2624.92,Aéreo,Pendiente
580,16/10/2024,Brasil,Rio de Janeiro,Pedro Sánchez,Laptop,Electrónica,2,386.78,773.56,Terrestre,Pendiente
581,13/10/2024,Colombia,Cali,Juan García,Laptop,Electrónica,4,23.33,93.32,Aéreo,Pendiente
582,3/1/2024,Perú,Arequipa,Ana Sánchez,Teclado,Accesorios,1,135.74,135.74,Aéreo,En tránsito
583,6/2/2025,Brasil,Rio de Janeiro,Luis García,Celular,Electrónica,1,208.48,208.48,Aéreo,Pendiente
584,28/7/2024,Argentina,Rosario,Carlos Martínez,Auriculares,Accesorios,3,237.71,713.13,Aéreo,Pendiente
585,28/10/2024,Venezuela,Maracaibo,Ana Martínez,Escritorio,Muebles,1,651.38,651.38,Marítimo,Entregado
586,4/8/2024,Perú,Arequipa,Lucía Martínez,Laptop,Electrónica,5,790.85,3954.25,Aéreo,Entregado
587,4/9/2024,Brasil,Brasília,Pedro Martínez,Laptop,Electrónica,4,645.42,2581.68,Terrestre,En tránsito
588,22/11/2024,Chile,Concepción,Ana Martínez,Silla ergonómica,Muebles,4,638.77,2555.08,Marítimo,Entregado
589,16/3/2025,Argentina,Buenos Aires,Carlos Martínez,Cámara,Electrónica,3,217.29,651.87,Marítimo,En tránsito
590,24/12/2024,Venezuela,Maracaibo,Carlos Rodríguez,Tablet,Electrónica,2,208.94,417.88,Marítimo,Entregado
591,10/5/2024,Perú,Cusco,Luis Rodríguez,Tablet,Electrónica,2,148.25,296.5,Marítimo,En tránsito
592,2/3/2025,Brasil,Brasília,Carlos López,Celular,Electrónica,5,1101.63,5508.15,Marítimo,Entregado
593,3/5/2024,Ecuador,Cuenca,Carlos Pérez,Celular,Electrónica,5,886.91,4434.55,Aéreo,Entregado
594,14/11/2024,Colombia,Cali,Lucía Martínez,Laptop,Electrónica,3,646.75,1940.25,Marítimo,Entregado
595,11/11/2024,Ecuador,Cuenca,María García,Auriculares,Accesorios,4,878.14,3512.56,Aéreo,Cancelado
596,25/8/2024,Ecuador,Cuenca,Carlos Martínez,Cámara,Electrónica,3,1095.21,3285.63,Marítimo,Cancelado
597,30/4/2024,Uruguay,Salto,Lucía Pérez,Impresora,Oficina,1,191.62,191.62,Aéreo,Pendiente
598,2/7/2024,Venezuela,Valencia,Laura López,Celular,Electrónica,2,826.87,1653.74,Marítimo,Entregado
599,11/7/2024,Paraguay,Asunción,Luis Rodríguez,Celular,Electrónica,3,116.38,349.14,Marítimo,En tránsito
600,7/5/2024,Perú,Cusco,María Pérez,Celular,Electrónica,4,1102.07,4408.28,Marítimo,Entregado
601,29/10/2024,Paraguay,Ciudad del Este,Pedro López,Escritorio,Muebles,2,306.4,612.8,Aéreo,Cancelado
602,21/7/2024,Perú,Arequipa,Carlos García,Silla ergonómica,Muebles,1,366.76,366.76,Terrestre,Pendiente
603,19/3/2025,Colombia,Bogotá,Carlos Sánchez,Auriculares,Accesorios,4,663.12,2652.48,Terrestre,Pendiente
604,7/7/2024,Perú,Lima,Laura Rodríguez,Monitor,Electrónica,1,935.74,935.74,Aéreo,En tránsito
605,28/2/2024,Perú,Arequipa,María Pérez,Teclado,Accesorios,3,642.03,1926.09,Terrestre,Cancelado
606,30/12/2024,Paraguay,Encarnación,Laura Rodríguez,Escritorio,Muebles,5,144.9,724.5,Marítimo,Pendiente
607,19/7/2024,Colombia,Cali,Luis López,Cámara,Electrónica,3,499.93,1499.79,Terrestre,Cancelado
608,30/7/2024,Chile,Concepción,Laura Pérez,Tablet,Electrónica,1,808.72,808.72,Terrestre,Cancelado
609,13/6/2024,Chile,Concepción,María Pérez,Laptop,Electrónica,3,535.95,1607.85,Marítimo,Pendiente
610,8/2/2024,Bolivia,Santa Cruz,Luis Pérez,Cámara,Electrónica,2,695.4,1390.8,Marítimo,En tránsito
611,1/11/2024,Uruguay,Montevideo,Luis Sánchez,Celular,Electrónica,4,443.08,1772.32,Aéreo,En tránsito
612,28/1/2024,Ecuador,Cuenca,María López,Monitor,Electrónica,5,652.94,3264.7,Aéreo,En tránsito
613,3/4/2024,Perú,Lima,Lucía Pérez,Celular,Electrónica,3,643.32,1929.96,Marítimo,En tránsito
614,20/2/2025,Colombia,Cali,Luis Sánchez,Teclado,Accesorios,1,429.51,429.51,Terrestre,Cancelado
615,15/9/2024,Uruguay,Salto,Juan Rodríguez,Laptop,Electrónica,1,905.23,905.23,Terrestre,En tránsito
616,28/3/2024,Venezuela,Maracaibo,Pedro García,Silla ergonómica,Muebles,1,880.5,880.5,Marítimo,Entregado
617,31/5/2024,Colombia,Bogotá,Ana Martínez,Silla ergonómica,Muebles,2,388.63,777.26,Marítimo,Entregado
618,21/8/2024,Paraguay,Asunción,Juan Rodríguez,Escritorio,Muebles,1,674.74,674.74,Marítimo,Cancelado
619,15/7/2024,Ecuador,Cuenca,Laura López,Teclado,Accesorios,1,953.67,953.67,Terrestre,En tránsito
620,11/3/2025,Chile,Santiago,Laura Rodríguez,Laptop,Electrónica,5,733.76,3668.8,Terrestre,Pendiente
621,16/3/2024,Paraguay,Asunción,Pedro Pérez,Silla ergonómica,Muebles,1,1028.21,1028.21,Marítimo,Pendiente
622,4/3/2024,Argentina,Buenos Aires,Ana Rodríguez,Impresora,Oficina,5,889.16,4445.8,Marítimo,Entregado
623,29/12/2024,Ecuador,Guayaquil,Juan López,Monitor,Electrónica,1,197.81,197.81,Aéreo,En tránsito
624,17/7/2024,Brasil,São Paulo,Ana López,Celular,Electrónica,5,97.57,487.85,Aéreo,Cancelado
625,8/2/2024,Venezuela,Caracas,Laura Rodríguez,Silla ergonómica,Muebles,2,1041.48,2082.96,Marítimo,Cancelado
626,23/1/2024,Brasil,São Paulo,María Martínez,Cámara,Electrónica,3,268.18,804.54,Marítimo,En tránsito
627,22/11/2024,Paraguay,Asunción,Carlos Pérez,Tablet,Electrónica,3,569.28,1707.84,Marítimo,Cancelado
628,4/8/2024,Uruguay,Paysandú,Luis López,Auriculares,Accesorios,5,1156.33,5781.65,Marítimo,Entregado
629,10/1/2024,Uruguay,Montevideo,Juan Pérez,Escritorio,Muebles,3,1107.97,3323.91,Marítimo,Cancelado
630,11/3/2025,Colombia,Bogotá,María García,Celular,Electrónica,5,593.65,2968.25,Aéreo,Pendiente
631,29/5/2024,Bolivia,La Paz,María García,Teclado,Accesorios,2,151.16,302.32,Terrestre,En tránsito
632,2/1/2024,Brasil,Rio de Janeiro,Pedro García,Teclado,Accesorios,2,513.62,1027.24,Aéreo,Pendiente
633,10/12/2024,Chile,Concepción,María Pérez,Escritorio,Muebles,5,1093.52,5467.6,Aéreo,En tránsito
634,8/5/2024,Brasil,São Paulo,Laura Martínez,Teclado,Accesorios,4,905.86,3623.44,Marítimo,Pendiente
635,11/1/2025,Bolivia,La Paz,Pedro Martínez,Silla ergonómica,Muebles,4,279.56,1118.24,Marítimo,Cancelado
636,4/2/2024,Brasil,Brasília,Ana Rodríguez,Escritorio,Muebles,5,902.79,4513.95,Aéreo,Entregado
637,1/5/2024,Venezuela,Valencia,Luis Martínez,Auriculares,Accesorios,2,601.64,1203.28,Terrestre,Pendiente
638,18/10/2024,Perú,Arequipa,Carlos Pérez,Monitor,Electrónica,2,744.68,1489.36,Aéreo,Pendiente
639,11/2/2024,Colombia,Cali,Laura Pérez,Auriculares,Accesorios,2,87.38,174.76,Aéreo,En tránsito
640,28/6/2024,Ecuador,Guayaquil,Ana López,Teclado,Accesorios,5,665.81,3329.05,Terrestre,Cancelado
641,2/9/2024,Paraguay,Ciudad del Este,Carlos Rodríguez,Impresora,Oficina,5,1147.46,5737.3,Terrestre,Cancelado
642,13/9/2024,Chile,Santiago,Juan Sánchez,Auriculares,Accesorios,4,198.23,792.92,Terrestre,Pendiente
643,22/2/2024,Bolivia,Santa Cruz,Luis López,Silla ergonómica,Muebles,3,927.03,2781.09,Aéreo,Pendiente
644,8/8/2024,Argentina,Córdoba,Pedro García,Auriculares,Accesorios,1,394.84,394.84,Terrestre,Entregado
645,22/9/2024,Argentina,Córdoba,Pedro Sánchez,Auriculares,Accesorios,3,597.56,1792.68,Marítimo,Pendiente
646,6/2/2024,Bolivia,Cochabamba,Luis López,Silla ergonómica,Muebles,4,530.02,2120.08,Aéreo,En tránsito
647,20/11/2024,Brasil,Rio de Janeiro,Laura Martínez,Tablet,Electrónica,2,297.06,594.12,Marítimo,En tránsito
648,28/11/2024,Perú,Arequipa,Pedro López,Escritorio,Muebles,2,409.19,818.38,Marítimo,Cancelado
649,8/2/2025,Argentina,Rosario,Ana Rodríguez,Impresora,Oficina,5,294.19,1470.95,Terrestre,En tránsito
650,27/9/2024,Uruguay,Salto,Pedro Martínez,Laptop,Electrónica,3,121.25,363.75,Terrestre,Cancelado
651,4/3/2025,Perú,Arequipa,Ana Martínez,Auriculares,Accesorios,3,533.12,1599.36,Aéreo,Pendiente
652,23/5/2024,Perú,Lima,Luis Sánchez,Escritorio,Muebles,4,1011.2,4044.8,Aéreo,Pendiente
653,4/9/2024,Colombia,Bogotá,Ana López,Silla ergonómica,Muebles,4,433.43,1733.72,Aéreo,Entregado
654,25/7/2024,Chile,Valparaíso,Ana Sánchez,Cámara,Electrónica,4,1003.29,4013.16,Aéreo,Entregado
655,20/3/2024,Paraguay,Ciudad del Este,Luis García,Escritorio,Muebles,1,540.32,540.32,Marítimo,Cancelado
656,14/10/2024,Paraguay,Encarnación,Lucía López,Impresora,Oficina,5,774.52,3872.6,Marítimo,Cancelado
657,31/8/2024,Brasil,Rio de Janeiro,Carlos López,Laptop,Electrónica,1,900.45,900.45,Terrestre,En tránsito
658,22/1/2025,Chile,Valparaíso,Lucía López,Auriculares,Accesorios,1,747.28,747.28,Aéreo,Pendiente
659,21/2/2024,Argentina,Rosario,Laura García,Teclado,Accesorios,4,263.03,1052.12,Marítimo,En tránsito
660,21/2/2025,Colombia,Cali,Pedro Martínez,Escritorio,Muebles,2,94.47,188.94,Marítimo,Cancelado
661,23/2/2024,Argentina,Córdoba,Juan García,Teclado,Accesorios,3,1005.78,3017.34,Aéreo,Entregado
662,16/10/2024,Ecuador,Quito,María Sánchez,Silla ergonómica,Muebles,4,580.66,2322.64,Terrestre,En tránsito
663,6/3/2024,Argentina,Buenos Aires,Carlos Sánchez,Escritorio,Muebles,4,1000.52,4002.08,Marítimo,Cancelado
664,21/1/2025,Perú,Arequipa,Ana Martínez,Laptop,Electrónica,4,405.07,1620.28,Terrestre,En tránsito
665,25/1/2025,Bolivia,La Paz,Lucía Sánchez,Laptop,Electrónica,4,696.52,2786.08,Marítimo,Pendiente
666,16/7/2024,Ecuador,Guayaquil,Pedro Pérez,Monitor,Electrónica,1,52.73,52.73,Marítimo,Cancelado
667,9/9/2024,Ecuador,Guayaquil,Juan Martínez,Tablet,Electrónica,1,240.25,240.25,Aéreo,Pendiente
668,23/12/2024,Venezuela,Caracas,Ana Martínez,Tablet,Electrónica,2,628.06,1256.12,Marítimo,Cancelado
669,19/3/2024,Perú,Cusco,Ana Rodríguez,Celular,Electrónica,4,583.38,2333.52,Aéreo,En tránsito
670,28/12/2024,Colombia,Bogotá,Luis Martínez,Auriculares,Accesorios,1,1021.51,1021.51,Marítimo,Entregado
671,12/3/2025,Brasil,São Paulo,Laura Martínez,Celular,Electrónica,4,302.71,1210.84,Aéreo,Cancelado
672,29/7/2024,Perú,Cusco,María García,Celular,Electrónica,2,566.3,1132.6,Marítimo,Entregado
673,8/5/2024,Paraguay,Encarnación,Juan Martínez,Monitor,Electrónica,4,506.76,2027.04,Terrestre,En tránsito
674,3/3/2024,Brasil,São Paulo,Lucía Pérez,Escritorio,Muebles,2,1053.03,2106.06,Terrestre,Entregado
675,5/3/2025,Bolivia,La Paz,María Pérez,Auriculares,Accesorios,2,197.24,394.48,Marítimo,Pendiente
676,10/7/2024,Brasil,Rio de Janeiro,Carlos López,Silla ergonómica,Muebles,1,743.31,743.31,Aéreo,Cancelado
677,18/9/2024,Colombia,Medellín,María García,Silla ergonómica,Muebles,3,597.26,1791.78,Terrestre,En tránsito
678,12/2/2024,Argentina,Buenos Aires,Laura Rodríguez,Escritorio,Muebles,1,58.94,58.94,Aéreo,Entregado
679,15/6/2024,Uruguay,Paysandú,María Sánchez,Tablet,Electrónica,5,1166.42,5832.1,Terrestre,Pendiente
680,1/1/2025,Chile,Concepción,Pedro Rodríguez,Silla ergonómica,Muebles,3,238.51,715.53,Terrestre,Entregado
681,12/8/2024,Chile,Valparaíso,Ana Pérez,Impresora,Oficina,1,1172.32,1172.32,Aéreo,En tránsito
682,8/7/2024,Chile,Concepción,Lucía García,Escritorio,Muebles,1,642.02,642.02,Terrestre,Pendiente
683,24/12/2024,Argentina,Rosario,Laura García,Auriculares,Accesorios,5,469.99,2349.95,Aéreo,Pendiente
