ID_Venta,Fecha,País,Ciudad,Cliente,Producto,Categoría,Cantidad,Precio_Unitario,Monto_Total,Medio_Envio,Estado_Envio
669,1932024,Perú,Cusco,Ana Rodríguez,Celular,Electrónica,4,583.38,2333.52,Aéreo,En tránsito
670,28122024,Colombia,Bogotá,Luis Martínez,Auriculares,Accesorios,1,1021.51,1021.51,Marítimo,Entregado
671,1232025,Brasil,São Paulo,Laura Martínez,Celular,Electrónica,4,302.71,1210.84,Aéreo,Cancelado
672,2972024,Perú,Cusco,María García,Celular,Electrónica,2,566.3,1132.6,Marítimo,Entregado
673,852024,Paraguay,Encarnación,Juan Martínez,Monitor,Electrónica,4,506.76,2027.04,Terrestre,En tránsito
674,332024,Brasil,São Paulo,Lucía Pérez,Escritorio,Muebles,2,1053.03,2106.06,Terrestre,Entregado
675,532025,Bolivia,La Paz,María Pérez,Auriculares,Accesorios,2,197.24,394.48,Marítimo,Pendiente
676,1072024,Brasil,Rio de Janeiro,Carlos López,Silla ergonómica,Muebles,1,743.31,743.31,Aéreo,Cancelado
677,1892024,Colombia,Medellín,María García,Silla ergonómica,Muebles,3,597.26,1791.78,Terrestre,En tránsito
678,1222024,Argentina,Buenos Aires,Laura Rodríguez,Escritorio,Muebles,1,58.94,58.94,Aéreo,Entregado
679,1562024,Uruguay,Paysandú,María Sánchez,Tablet,Electrónica,5,1166.42,5832.1,Terrestre,Pendiente
680,112025,Chile,Concepción,Pedro Rodríguez,Silla ergonómica,Muebles,3,238.51,715.53,Terrestre,Entregado
681,1282024,Chile,Valparaíso,Ana Pérez,Impresora,Oficina,1,1172.32,1172.32,Aéreo,En tránsito
682,872024,Chile,Concepción,Lucía García,Escritorio,Muebles,1,642.02,642.02,Terrestre,Pendiente
683,24122024,Argentina,Rosario,Laura García,Auriculares,Accesorios,5,469.99,2349.95,Aéreo,Pendiente
684,2712024,Brasil,Rio de Janeiro,Ana Rodríguez,Escritorio,Muebles,4,856.9,3427.6,Aéreo,En tránsito
685,1152024,Colombia,Cali,Laura López,Laptop,Electrónica,4,914.18,3656.72,Aéreo,Cancelado
686,1522024,Bolivia,Cochabamba,Pedro Rodríguez,Auriculares,Accesorios,2,38.66,77.32,Marítimo,Entregado
687,9112024,Bolivia,Santa Cruz,Laura Martínez,Cámara,Electrónica,5,267.25,1336.25,Aéreo,Entregado
688,2062024,Ecuador,Cuenca,Luis López,Monitor,Electrónica,2,224.2,448.4,Aéreo,En tránsito
689,2482024,Chile,Valparaíso,Juan Martínez,Escritorio,Muebles,3,993.97,2981.91,Aéreo,Entregado
690,1142024,Colombia,Medellín,Laura Sánchez,Auriculares,Accesorios,4,782.62,3130.48,Terrestre,Cancelado
691,16102024,Venezuela,Valencia,Carlos López,Silla ergonómica,Muebles,4,240.56,962.24,Aéreo,Pendiente
692,262024,Paraguay,Encarnación,Juan Martínez,Auriculares,Accesorios,5,617.25,3086.25,Terrestre,Cancelado
693,25122024,Uruguay,Salto,Pedro Sánchez,Tablet,Electrónica,4,401.85,1607.4,Marítimo,Cancelado
694,2022024,Colombia,Medellín,María García,Celular,Electrónica,5,1042.07,5210.35,Aéreo,En tránsito
695,1102024,Bolivia,Santa Cruz,Luis Rodríguez,Escritorio,Muebles,1,504.6,504.6,Terrestre,En tránsito
696,1242024,Bolivia,La Paz,Juan Martínez,Teclado,Accesorios,3,884.82,2654.46,Terrestre,Entregado
697,2422025,Ecuador,Quito,Ana Pérez,Laptop,Electrónica,2,608.59,1217.18,Marítimo,Entregado
698,1532025,Paraguay,Asunción,Juan Rodríguez,Silla ergonómica,Muebles,2,756.26,1512.52,Terrestre,En tránsito
699,1062024,Uruguay,Salto,María Pérez,Teclado,Accesorios,3,819.51,2458.53,Aéreo,Entregado
700,2722025,Venezuela,Valencia,María Rodríguez,Tablet,Electrónica,4,982.88,3931.52,Terrestre,Pendiente
701,272024,Chile,Concepción,Juan Rodríguez,Auriculares,Accesorios,2,143.78,287.56,Marítimo,Cancelado
702,17102024,Uruguay,Paysandú,Juan López,Laptop,Electrónica,4,1065.72,4262.88,Marítimo,Pendiente
703,2432024,Uruguay,Paysandú,Juan López,Laptop,Electrónica,5,993.38,4966.9,Aéreo,Pendiente
704,1262024,Ecuador,Quito,Pedro Sánchez,Monitor,Electrónica,4,263.35,1053.4,Marítimo,Pendiente
705,342024,Colombia,Medellín,María García,Auriculares,Accesorios,2,1148.68,2297.36,Marítimo,En tránsito
706,2332024,Paraguay,Ciudad del Este,Carlos Martínez,Impresora,Oficina,4,150.29,601.16,Terrestre,Entregado
707,2212025,Bolivia,La Paz,Ana Rodríguez,Impresora,Oficina,5,141.89,709.45,Aéreo,Entregado
708,1522025,Ecuador,Cuenca,María García,Monitor,Electrónica,2,69.43,138.86,Marítimo,Cancelado
709,1592024,Chile,Valparaíso,Luis García,Cámara,Electrónica,4,71.42,285.68,Terrestre,Entregado
710,2062024,Argentina,Córdoba,Ana García,Teclado,Accesorios,1,810.24,810.24,Marítimo,Cancelado
711,2322025,Bolivia,Cochabamba,Pedro Sánchez,Escritorio,Muebles,3,1007.12,3021.36,Marítimo,Cancelado
712,132025,Venezuela,Caracas,Lucía Rodríguez,Teclado,Accesorios,3,386.4,1159.2,Aéreo,Pendiente
713,2912024,Bolivia,Cochabamba,Luis García,Monitor,Electrónica,5,872.55,4362.75,Marítimo,Cancelado
714,5122024,Paraguay,Ciudad del Este,Ana Martínez,Tablet,Electrónica,1,948.82,948.82,Aéreo,En tránsito
715,1722025,Venezuela,Valencia,Luis López,Tablet,Electrónica,4,489.59,1958.36,Marítimo,En tránsito
716,2642024,Uruguay,Salto,María Sánchez,Celular,Electrónica,2,572.17,1144.34,Marítimo,Pendiente
717,992024,Brasil,São Paulo,Pedro Pérez,Celular,Electrónica,1,660.45,660.45,Aéreo,En tránsito
718,582024,Chile,Santiago,María Rodríguez,Auriculares,Accesorios,1,541.68,541.68,Aéreo,En tránsito
719,2692024,Paraguay,Asunción,Lucía López,Auriculares,Accesorios,3,452.01,1356.03,Aéreo,Pendiente
720,412024,Ecuador,Cuenca,Ana García,Impresora,Oficina,3,63.88,191.64,Aéreo,Cancelado
721,2842024,Ecuador,Guayaquil,Laura Martínez,Laptop,Electrónica,2,214.41,428.82,Terrestre,Entregado
722,14102024,Brasil,Rio de Janeiro,Carlos García,Celular,Electrónica,1,177,177,Terrestre,Pendiente
723,2672024,Paraguay,Asunción,Laura Sánchez,Impresora,Oficina,3,781.96,2345.88,Marítimo,En tránsito
724,2442024,Argentina,Córdoba,Pedro Pérez,Laptop,Electrónica,2,669.62,1339.24,Marítimo,En tránsito
725,25122024,Ecuador,Cuenca,Luis García,Monitor,Electrónica,3,148.36,445.08,Marítimo,Cancelado
726,542024,Colombia,Bogotá,Lucía López,Teclado,Accesorios,2,76.87,153.74,Marítimo,Pendiente
727,1432024,Bolivia,Santa Cruz,Carlos García,Celular,Electrónica,1,145.18,145.18,Marítimo,Entregado
728,1362024,Brasil,Rio de Janeiro,Juan García,Teclado,Accesorios,1,725.01,725.01,Terrestre,Entregado
729,23122024,Ecuador,Guayaquil,Laura López,Silla ergonómica,Muebles,4,1149.49,4597.96,Terrestre,En tránsito
730,2382024,Perú,Lima,Luis Sánchez,Silla ergonómica,Muebles,3,912.27,2736.81,Aéreo,Pendiente
731,25102024,Argentina,Buenos Aires,Lucía López,Impresora,Oficina,2,865.39,1730.78,Terrestre,Pendiente
732,312025,Colombia,Medellín,María Rodríguez,Escritorio,Muebles,4,1168.07,4672.28,Terrestre,En tránsito
733,3172024,Brasil,Brasília,María Sánchez,Silla ergonómica,Muebles,1,952.46,952.46,Marítimo,En tránsito
734,1532024,Ecuador,Guayaquil,María Rodríguez,Impresora,Oficina,2,584.68,1169.36,Marítimo,Entregado
735,522024,Brasil,Brasília,Juan Pérez,Escritorio,Muebles,1,945.25,945.25,Terrestre,Cancelado
736,432025,Argentina,Buenos Aires,Luis García,Celular,Electrónica,3,69.61,208.83,Terrestre,Pendiente
737,20122024,Uruguay,Montevideo,Laura García,Silla ergonómica,Muebles,4,117.07,468.28,Aéreo,Cancelado
738,412024,Uruguay,Montevideo,Luis Martínez,Tablet,Electrónica,4,1191.29,4765.16,Terrestre,Cancelado
739,2742024,Ecuador,Cuenca,Laura Sánchez,Cámara,Electrónica,4,385.5,1542,Aéreo,Entregado
740,1382024,Paraguay,Encarnación,Ana Rodríguez,Celular,Electrónica,1,444.19,444.19,Marítimo,Cancelado
741,30102024,Paraguay,Asunción,Laura Martínez,Escritorio,Muebles,4,559.22,2236.88,Terrestre,En tránsito
742,332025,Venezuela,Caracas,Juan García,Auriculares,Accesorios,2,914.53,1829.06,Terrestre,En tránsito
743,2292024,Chile,Santiago,Ana Pérez,Auriculares,Accesorios,1,125.41,125.41,Marítimo,Pendiente
744,2822025,Venezuela,Maracaibo,Luis López,Cámara,Electrónica,2,927.43,1854.86,Terrestre,Cancelado
745,1612025,Bolivia,Cochabamba,María García,Cámara,Electrónica,3,440.98,1322.94,Terrestre,En tránsito
746,212024,Uruguay,Paysandú,María López,Silla ergonómica,Muebles,5,249.96,1249.8,Aéreo,En tránsito
747,1692024,Paraguay,Asunción,Lucía Sánchez,Silla ergonómica,Muebles,4,376.58,1506.32,Terrestre,Cancelado
748,2682024,Chile,Valparaíso,Ana Sánchez,Cámara,Electrónica,2,883.28,1766.56,Terrestre,Pendiente
749,352024,Bolivia,Santa Cruz,Pedro García,Auriculares,Accesorios,4,124.32,497.28,Aéreo,En tránsito
750,1782024,Uruguay,Salto,Laura Pérez,Silla ergonómica,Muebles,2,624.52,1249.04,Aéreo,En tránsito
751,1182024,Venezuela,Maracaibo,Juan Sánchez,Tablet,Electrónica,5,215.36,1076.8,Marítimo,En tránsito
752,1212024,Chile,Santiago,Ana Pérez,Impresora,Oficina,1,1185.48,1185.48,Terrestre,Entregado
753,2542024,Paraguay,Ciudad del Este,Juan Rodríguez,Tablet,Electrónica,5,689.59,3447.95,Terrestre,Pendiente
754,13122024,Venezuela,Valencia,María Rodríguez,Monitor,Electrónica,3,32.53,97.59,Marítimo,Pendiente
755,1182024,Bolivia,La Paz,Laura López,Auriculares,Accesorios,5,260.48,1302.4,Aéreo,En tránsito
756,2942024,Paraguay,Encarnación,Lucía Sánchez,Monitor,Electrónica,3,921.92,2765.76,Terrestre,Cancelado
757,25112024,Bolivia,Santa Cruz,Carlos Rodríguez,Auriculares,Accesorios,2,704.39,1408.78,Terrestre,Entregado
758,2312025,Paraguay,Asunción,Laura Sánchez,Tablet,Electrónica,3,1188.09,3564.27,Marítimo,En tránsito
759,2412024,Uruguay,Salto,Laura Sánchez,Laptop,Electrónica,3,204.5,613.5,Aéreo,Entregado
760,1142024,Perú,Arequipa,María García,Escritorio,Muebles,5,962.66,4813.3,Terrestre,Pendiente
761,3082024,Brasil,Rio de Janeiro,Carlos López,Cámara,Electrónica,2,1124.59,2249.18,Aéreo,Cancelado
762,2792024,Paraguay,Asunción,Juan López,Teclado,Accesorios,1,679.57,679.57,Aéreo,Cancelado
763,2512024,Paraguay,Ciudad del Este,Luis Pérez,Auriculares,Accesorios,3,836.45,2509.35,Marítimo,Cancelado
764,1592024,Chile,Santiago,Laura Rodríguez,Tablet,Electrónica,2,752.18,1504.36,Aéreo,Cancelado
765,2992024,Perú,Cusco,María Pérez,Silla ergonómica,Muebles,1,374.21,374.21,Aéreo,Pendiente
766,1732024,Chile,Valparaíso,Pedro Sánchez,Celular,Electrónica,2,866.7,1733.4,Terrestre,En tránsito
767,2332025,Argentina,Buenos Aires,Juan Rodríguez,Silla ergonómica,Muebles,2,136.21,272.42,Aéreo,Cancelado
768,2872024,Paraguay,Encarnación,Pedro García,Escritorio,Muebles,5,47.82,239.1,Marítimo,Entregado
769,3052024,Argentina,Rosario,María López,Celular,Electrónica,2,756.64,1513.28,Marítimo,Pendiente
770,12102024,Brasil,Brasília,Luis Sánchez,Escritorio,Muebles,3,1112.73,3338.19,Marítimo,En tránsito
771,3082024,Argentina,Rosario,Laura Sánchez,Tablet,Electrónica,3,503.2,1509.6,Aéreo,Entregado
772,2522024,Venezuela,Maracaibo,Luis García,Silla ergonómica,Muebles,2,333.79,667.58,Marítimo,Cancelado
773,132024,Bolivia,La Paz,Juan Sánchez,Auriculares,Accesorios,2,851.31,1702.62,Aéreo,Entregado
774,232024,Chile,Concepción,María Sánchez,Impresora,Oficina,3,510.66,1531.98,Marítimo,En tránsito
775,1612024,Ecuador,Cuenca,Luis Martínez,Celular,Electrónica,5,107.12,535.6,Terrestre,En tránsito
776,16102024,Paraguay,Encarnación,Pedro Sánchez,Escritorio,Muebles,4,106.06,424.24,Marítimo,Entregado
777,1232025,Venezuela,Maracaibo,Pedro Sánchez,Auriculares,Accesorios,1,32.25,32.25,Marítimo,Pendiente
778,7102024,Brasil,São Paulo,María Martínez,Teclado,Accesorios,5,1026.74,5133.7,Aéreo,En tránsito
779,732025,Bolivia,Cochabamba,Laura Sánchez,Auriculares,Accesorios,3,398.83,1196.49,Terrestre,Entregado
780,9122024,Bolivia,Cochabamba,Lucía Martínez,Laptop,Electrónica,5,396.37,1981.85,Terrestre,Cancelado
781,1432024,Uruguay,Montevideo,María Sánchez,Impresora,Oficina,3,406.44,1219.32,Aéreo,En tránsito
782,1112024,Perú,Lima,Juan García,Cámara,Electrónica,1,65.58,65.58,Aéreo,Pendiente
783,1012024,Venezuela,Maracaibo,Pedro Martínez,Laptop,Electrónica,3,243.83,731.49,Aéreo,Cancelado
784,1412025,Bolivia,Cochabamba,Ana López,Silla ergonómica,Muebles,5,1019.77,5098.85,Terrestre,Entregado
785,2972024,Bolivia,La Paz,Laura Pérez,Laptop,Electrónica,1,947.16,947.16,Aéreo,En tránsito
786,2152024,Chile,Santiago,Pedro García,Escritorio,Muebles,4,41.38,165.52,Marítimo,Pendiente
787,3152024,Ecuador,Guayaquil,Lucía López,Silla ergonómica,Muebles,4,25.29,101.16,Marítimo,Entregado
788,1592024,Venezuela,Maracaibo,Laura García,Auriculares,Accesorios,4,612.84,2451.36,Terrestre,Cancelado
789,16112024,Ecuador,Cuenca,Ana Sánchez,Tablet,Electrónica,4,750.66,3002.64,Aéreo,Pendiente
790,1662024,Venezuela,Maracaibo,María Martínez,Tablet,Electrónica,2,175.9,351.8,Terrestre,Cancelado
791,2062024,Paraguay,Asunción,Pedro Sánchez,Cámara,Electrónica,5,328.96,1644.8,Aéreo,En tránsito
792,1182024,Colombia,Bogotá,Luis Sánchez,Celular,Electrónica,4,624.31,2497.24,Aéreo,Entregado
793,232024,Ecuador,Guayaquil,Laura García,Silla ergonómica,Muebles,5,632.05,3160.25,Aéreo,En tránsito
794,2032025,Colombia,Cali,Luis García,Teclado,Accesorios,4,973.81,3895.24,Marítimo,Entregado
795,1382024,Argentina,Buenos Aires,Juan López,Teclado,Accesorios,5,199.23,996.15,Terrestre,Cancelado
796,2262024,Ecuador,Guayaquil,Ana García,Teclado,Accesorios,4,379.33,1517.32,Marítimo,En tránsito
797,422025,Uruguay,Salto,Carlos García,Auriculares,Accesorios,1,89.01,89.01,Marítimo,Entregado
798,1652024,Venezuela,Maracaibo,Lucía Sánchez,Teclado,Accesorios,3,729.83,2189.49,Marítimo,Entregado
799,2032025,Venezuela,Caracas,María Rodríguez,Teclado,Accesorios,3,413.71,1241.13,Terrestre,Cancelado
800,2022024,Argentina,Córdoba,Carlos Martínez,Auriculares,Accesorios,5,834.37,4171.85,Marítimo,En tránsito
801,742024,Ecuador,Cuenca,María López,Laptop,Electrónica,1,1170.23,1170.23,Aéreo,En tránsito
802,722024,Brasil,São Paulo,Lucía López,Celular,Electrónica,4,93.93,375.72,Terrestre,Cancelado
803,2232025,Venezuela,Caracas,Ana Rodríguez,Silla ergonómica,Muebles,2,855.25,1710.5,Marítimo,Entregado
804,1332024,Chile,Santiago,Laura López,Laptop,Electrónica,1,431.76,431.76,Aéreo,En tránsito
805,2372024,Colombia,Cali,Juan García,Teclado,Accesorios,2,778.28,1556.56,Aéreo,Cancelado
806,732024,Brasil,Brasília,Juan Martínez,Tablet,Electrónica,1,450.66,450.66,Aéreo,Pendiente
807,22122024,Uruguay,Paysandú,Carlos García,Auriculares,Accesorios,2,1159.28,2318.56,Aéreo,En tránsito
808,532024,Bolivia,La Paz,Lucía López,Impresora,Oficina,1,565.12,565.12,Terrestre,En tránsito
809,11102024,Venezuela,Caracas,Pedro Martínez,Laptop,Electrónica,2,467.28,934.56,Terrestre,En tránsito
810,12102024,Venezuela,Valencia,María Rodríguez,Tablet,Electrónica,5,663.53,3317.65,Marítimo,Entregado
811,1182024,Argentina,Rosario,Luis Martínez,Laptop,Electrónica,2,824.1,1648.2,Marítimo,En tránsito
812,7112024,Paraguay,Encarnación,Laura García,Teclado,Accesorios,3,1139.24,3417.72,Marítimo,Entregado
813,2112024,Colombia,Cali,Lucía Rodríguez,Monitor,Electrónica,4,679.59,2718.36,Marítimo,En tránsito
814,1382024,Paraguay,Encarnación,María Sánchez,Auriculares,Accesorios,2,632.07,1264.14,Aéreo,Pendiente
815,2762024,Perú,Arequipa,Laura Rodríguez,Impresora,Oficina,1,595.01,595.01,Aéreo,En tránsito
816,2492024,Chile,Santiago,Juan López,Silla ergonómica,Muebles,5,864.01,4320.05,Terrestre,Cancelado
817,1782024,Brasil,Brasília,Ana Rodríguez,Escritorio,Muebles,1,1140.18,1140.18,Aéreo,En tránsito
818,1622025,Uruguay,Paysandú,Ana López,Laptop,Electrónica,5,202.14,1010.7,Marítimo,Cancelado
819,2182024,Venezuela,Valencia,Pedro López,Impresora,Oficina,5,956.01,4780.05,Marítimo,Cancelado
820,3012024,Colombia,Medellín,Luis Rodríguez,Celular,Electrónica,1,679.72,679.72,Aéreo,En tránsito
821,242024,Uruguay,Salto,Ana Martínez,Celular,Electrónica,1,488.43,488.43,Marítimo,En tránsito
822,1952024,Uruguay,Paysandú,Lucía Sánchez,Auriculares,Accesorios,4,601.77,2407.08,Aéreo,Cancelado
823,622024,Bolivia,Santa Cruz,María Sánchez,Celular,Electrónica,3,83.85,251.55,Terrestre,Pendiente
824,532024,Colombia,Medellín,Lucía Rodríguez,Escritorio,Muebles,4,671.23,2684.92,Marítimo,Pendiente
825,10122024,Ecuador,Guayaquil,Carlos Pérez,Auriculares,Accesorios,1,460.12,460.12,Terrestre,Entregado
826,1332024,Uruguay,Montevideo,Carlos Pérez,Escritorio,Muebles,1,575.62,575.62,Aéreo,Pendiente
827,1432025,Argentina,Rosario,Ana Pérez,Impresora,Oficina,4,986.24,3944.96,Marítimo,Entregado
828,542024,Uruguay,Montevideo,Carlos Rodríguez,Auriculares,Accesorios,2,885.81,1771.62,Aéreo,En tránsito
829,372024,Perú,Cusco,María Pérez,Teclado,Accesorios,5,892.9,4464.5,Aéreo,En tránsito
830,14122024,Ecuador,Guayaquil,Pedro García,Laptop,Electrónica,5,1089.87,5449.35,Marítimo,Pendiente
831,2232024,Paraguay,Ciudad del Este,Laura Sánchez,Cámara,Electrónica,4,464.03,1856.12,Aéreo,Pendiente
832,2512024,Argentina,Córdoba,María López,Teclado,Accesorios,5,552.57,2762.85,Marítimo,Entregado
833,2112024,Bolivia,Cochabamba,Laura López,Monitor,Electrónica,3,72.92,218.76,Marítimo,Cancelado
834,2932024,Bolivia,Santa Cruz,Carlos Pérez,Silla ergonómica,Muebles,2,1016.91,2033.82,Terrestre,Cancelado
835,1072024,Uruguay,Salto,Lucía Martínez,Monitor,Electrónica,1,746.85,746.85,Terrestre,En tránsito
836,2152024,Paraguay,Asunción,Carlos Sánchez,Laptop,Electrónica,3,796.23,2388.69,Marítimo,Entregado
837,16122024,Argentina,Rosario,Juan Martínez,Cámara,Electrónica,2,205.1,410.2,Marítimo,En tránsito
838,1252024,Ecuador,Quito,Laura Pérez,Teclado,Accesorios,3,449.61,1348.83,Aéreo,Entregado
839,8122024,Brasil,Rio de Janeiro,Luis Rodríguez,Celular,Electrónica,4,744.53,2978.12,Aéreo,Entregado
840,3012024,Brasil,Brasília,María Sánchez,Celular,Electrónica,2,659.55,1319.1,Terrestre,Entregado
841,12122024,Perú,Cusco,Luis López,Tablet,Electrónica,5,404.87,2024.35,Aéreo,En tránsito
842,1102024,Bolivia,Cochabamba,María García,Celular,Electrónica,2,1055.45,2110.9,Terrestre,Entregado
843,832025,Venezuela,Valencia,Luis Sánchez,Cámara,Electrónica,1,547.18,547.18,Marítimo,Cancelado
844,22122024,Argentina,Rosario,Luis López,Impresora,Oficina,5,1164.86,5824.3,Terrestre,Cancelado
845,1292024,Argentina,Rosario,Juan Pérez,Auriculares,Accesorios,4,708.94,2835.76,Marítimo,Cancelado
846,422024,Colombia,Medellín,Luis Pérez,Tablet,Electrónica,4,139.71,558.84,Terrestre,Entregado
847,352024,Chile,Concepción,Luis García,Laptop,Electrónica,4,627.9,2511.6,Terrestre,Entregado
848,812025,Uruguay,Montevideo,Lucía Martínez,Tablet,Electrónica,3,1196.4,3589.2,Marítimo,En tránsito
849,1012024,Bolivia,Santa Cruz,Lucía Sánchez,Escritorio,Muebles,2,329.23,658.46,Terrestre,En tránsito
850,2642024,Venezuela,Caracas,Laura López,Celular,Electrónica,1,170.35,170.35,Terrestre,Entregado
851,1092024,Uruguay,Paysandú,Pedro Sánchez,Cámara,Electrónica,5,654.61,3273.05,Terrestre,Entregado
852,672024,Paraguay,Encarnación,Pedro García,Escritorio,Muebles,2,245.27,490.54,Terrestre,En tránsito
853,2642024,Chile,Santiago,María Pérez,Monitor,Electrónica,1,1130.43,1130.43,Aéreo,Entregado
854,3062024,Venezuela,Valencia,Ana Martínez,Cámara,Electrónica,5,995.32,4976.6,Terrestre,Entregado
855,1932025,Argentina,Córdoba,Ana Pérez,Auriculares,Accesorios,5,1115.74,5578.7,Aéreo,Pendiente
856,2492024,Bolivia,Santa Cruz,Carlos Rodríguez,Monitor,Electrónica,1,1013.93,1013.93,Aéreo,Entregado
857,4112024,Chile,Concepción,Lucía Rodríguez,Escritorio,Muebles,4,581.91,2327.64,Aéreo,En tránsito
858,1972024,Chile,Santiago,Pedro Pérez,Celular,Electrónica,5,408.23,2041.15,Marítimo,En tránsito
859,572024,Colombia,Cali,María Martínez,Silla ergonómica,Muebles,3,983.24,2949.72,Marítimo,Cancelado
860,1222025,Uruguay,Salto,María García,Laptop,Electrónica,2,842.68,1685.36,Aéreo,En tránsito
861,1562024,Argentina,Buenos Aires,María Sánchez,Teclado,Accesorios,4,944.93,3779.72,Aéreo,Cancelado
862,16102024,Ecuador,Cuenca,Pedro Sánchez,Auriculares,Accesorios,5,628.07,3140.35,Marítimo,Pendiente
863,2432024,Argentina,Rosario,Carlos López,Silla ergonómica,Muebles,2,600.14,1200.28,Aéreo,Entregado
864,2962024,Bolivia,Cochabamba,María Pérez,Celular,Electrónica,1,371.92,371.92,Terrestre,Cancelado
865,18102024,Perú,Arequipa,Ana Rodríguez,Escritorio,Muebles,5,471.03,2355.15,Aéreo,Entregado
866,2312024,Venezuela,Maracaibo,Luis Rodríguez,Celular,Electrónica,3,1199.88,3599.64,Aéreo,En tránsito
867,2392024,Perú,Cusco,Laura García,Auriculares,Accesorios,3,914.95,2744.85,Terrestre,Cancelado
868,5102024,Uruguay,Montevideo,Pedro Pérez,Tablet,Electrónica,3,846.46,2539.38,Marítimo,Pendiente
869,2222024,Ecuador,Quito,María López,Teclado,Accesorios,3,685.27,2055.81,Marítimo,Pendiente
870,2682024,Colombia,Medellín,María García,Auriculares,Accesorios,3,719.02,2157.06,Terrestre,En tránsito
871,20122024,Colombia,Medellín,Juan López,Cámara,Electrónica,5,137.97,689.85,Marítimo,En tránsito
872,2052024,Paraguay,Ciudad del Este,Ana García,Teclado,Accesorios,3,568.06,1704.18,Aéreo,Entregado
873,212024,Brasil,Rio de Janeiro,Ana López,Impresora,Oficina,2,916.1,1832.2,Marítimo,En tránsito
874,2282024,Venezuela,Valencia,Carlos Rodríguez,Impresora,Oficina,3,98.63,295.89,Terrestre,En tránsito
875,26112024,Paraguay,Asunción,María García,Auriculares,Accesorios,4,658.86,2635.44,Aéreo,Entregado
876,462024,Brasil,São Paulo,Juan Martínez,Teclado,Accesorios,3,342.07,1026.21,Marítimo,Cancelado
877,9102024,Uruguay,Paysandú,Pedro Martínez,Escritorio,Muebles,2,931.65,1863.3,Aéreo,Pendiente
878,1422024,Venezuela,Caracas,Ana Pérez,Impresora,Oficina,4,120.18,480.72,Aéreo,Entregado
879,1312025,Brasil,Rio de Janeiro,Pedro López,Silla ergonómica,Muebles,5,118.31,591.55,Terrestre,Entregado
880,562024,Colombia,Bogotá,Carlos Pérez,Tablet,Electrónica,3,351.73,1055.19,Aéreo,Entregado
881,952024,Paraguay,Asunción,Juan López,Auriculares,Accesorios,4,1152.78,4611.12,Aéreo,Entregado
882,2332024,Bolivia,La Paz,Juan García,Auriculares,Accesorios,5,728.14,3640.7,Aéreo,Pendiente
883,1532024,Paraguay,Asunción,Ana García,Cámara,Electrónica,2,594.28,1188.56,Marítimo,Cancelado
884,782024,Bolivia,Santa Cruz,Ana López,Silla ergonómica,Muebles,4,165.3,661.2,Marítimo,Pendiente
885,6122024,Chile,Concepción,Pedro Martínez,Silla ergonómica,Muebles,5,1151.25,5756.25,Aéreo,Entregado
886,1342024,Perú,Cusco,María López,Cámara,Electrónica,2,759.31,1518.62,Aéreo,Entregado
887,2332024,Chile,Valparaíso,Carlos García,Silla ergonómica,Muebles,1,29.6,29.6,Aéreo,Entregado
888,2942024,Paraguay,Encarnación,Laura Martínez,Laptop,Electrónica,4,39.07,156.28,Marítimo,Pendiente
889,1752024,Perú,Cusco,Juan Sánchez,Laptop,Electrónica,1,844.61,844.61,Terrestre,En tránsito
890,1912024,Brasil,São Paulo,Luis García,Celular,Electrónica,3,359.55,1078.65,Marítimo,En tránsito
891,1762024,Colombia,Cali,María Pérez,Laptop,Electrónica,2,400.77,801.54,Terrestre,Entregado
892,982024,Perú,Cusco,Carlos Rodríguez,Auriculares,Accesorios,2,658.06,1316.12,Aéreo,Entregado
893,412024,Chile,Concepción,Laura Rodríguez,Celular,Electrónica,2,1089.9,2179.8,Marítimo,En tránsito
894,2132024,Brasil,Brasília,Luis Rodríguez,Impresora,Oficina,3,44.05,132.15,Aéreo,Pendiente
895,2032024,Uruguay,Paysandú,Lucía López,Impresora,Oficina,2,1191.55,2383.1,Aéreo,En tránsito
896,29122024,Argentina,Rosario,Luis García,Impresora,Oficina,5,1176.19,5880.95,Marítimo,Entregado
897,1892024,Uruguay,Salto,Ana Martínez,Cámara,Electrónica,1,496.94,496.94,Aéreo,Entregado
898,2062024,Perú,Arequipa,Laura Pérez,Auriculares,Accesorios,4,59.24,236.96,Marítimo,Cancelado
899,2712024,Ecuador,Quito,Laura Sánchez,Monitor,Electrónica,3,917.69,2753.07,Terrestre,Pendiente
900,2722024,Bolivia,La Paz,Luis Pérez,Cámara,Electrónica,2,357.65,715.3,Terrestre,Pendiente
901,22102024,Bolivia,Santa Cruz,María Pérez,Laptop,Electrónica,5,1036.08,5180.4,Aéreo,En tránsito
902,27122024,Perú,Lima,Luis Martínez,Laptop,Electrónica,5,944.98,4724.9,Terrestre,Cancelado
903,2352024,Bolivia,Cochabamba,Luis Pérez,Escritorio,Muebles,2,940.94,1881.88,Terrestre,Cancelado
904,342024,Uruguay,Montevideo,Luis Martínez,Laptop,Electrónica,1,863.99,863.99,Terrestre,En tránsito
905,1122024,Perú,Arequipa,Juan García,Teclado,Accesorios,3,674.24,2022.72,Marítimo,Cancelado
906,2882024,Paraguay,Ciudad del Este,Lucía Martínez,Auriculares,Accesorios,3,640.38,1921.14,Aéreo,En tránsito
907,1322024,Argentina,Córdoba,Juan López,Cámara,Electrónica,4,1005.78,4023.12,Terrestre,Pendiente
